Game,Country,NumberofUsers
Battlestar Galactica: The Board Game,USA,906
Battlestar Galactica: The Board Game,Venezuela,1
Betrayal at House on the Hill,Argentina,4
Betrayal at House on the Hill,Australia,55
Betrayal at House on the Hill,Austria,2
Betrayal at House on the Hill,Belgium,7
Betrayal at House on the Hill,Brazil,22
Betrayal at House on the Hill,Bulgaria,6
Betrayal at House on the Hill,Canada,144
Betrayal at House on the Hill,Chile,2
Betrayal at House on the Hill,China,16
Betrayal at House on the Hill,Colombia,3
Betrayal at House on the Hill,Costa Rica,1
Betrayal at House on the Hill,Croatia,4
Betrayal at House on the Hill,Czech Republic,2
Betrayal at House on the Hill,Denmark,11
Betrayal at House on the Hill,England,6
Betrayal at House on the Hill,Estonia,2
Betrayal at House on the Hill,Finland,14
Betrayal at House on the Hill,France,3
Betrayal at House on the Hill,Germany,37
Betrayal at House on the Hill,Greece,23
Betrayal at House on the Hill,Guatemala,1
Betrayal at House on the Hill,Hungary,2
Betrayal at House on the Hill,Iceland,2
Betrayal at House on the Hill,Indonesia,2
Betrayal at House on the Hill,Ireland,5
Betrayal at House on the Hill,Israel,2
Betrayal at House on the Hill,Italy,11
Betrayal at House on the Hill,Japan,5
Betrayal at House on the Hill,Latvia,3
Betrayal at House on the Hill,Lebanon,1
Betrayal at House on the Hill,Lithuania,2
Betrayal at House on the Hill,Macedonia,3
Betrayal at House on the Hill,Malaysia,5
Betrayal at House on the Hill,Mexico,13
Betrayal at House on the Hill,Netherlands,10
Betrayal at House on the Hill,New Zealand,7
Betrayal at House on the Hill,Norway,8
Betrayal at House on the Hill,Peru,2
Betrayal at House on the Hill,Philippines,4
Betrayal at House on the Hill,Poland,4
Betrayal at House on the Hill,Portugal,8
Betrayal at House on the Hill,Romania,3
Betrayal at House on the Hill,Russia,4
Betrayal at House on the Hill,Saudi Arabia,1
Betrayal at House on the Hill,Republic of Serbia,6
Betrayal at House on the Hill,Slovenia,1
Betrayal at House on the Hill,South Korea,8
Betrayal at House on the Hill,Spain,21
Betrayal at House on the Hill,Sweden,25
Betrayal at House on the Hill,Switzerland,5
Betrayal at House on the Hill,Taiwan,21
Betrayal at House on the Hill,Thailand,2
Betrayal at House on the Hill,Ukraine,1
Betrayal at House on the Hill,USA,1188
Betrayal at House on the Hill,Uruguay,1
Blokus,Argentina,3
Blokus,Australia,54
Blokus,Austria,5
Blokus,Belarus,1
Blokus,Belgium,32
Blokus,Brazil,12
Blokus,Brunei,1
Blokus,Canada,197
Blokus,Chile,4
Blokus,China,15
Blokus,Colombia,1
Blokus,Croatia,2
Blokus,Czech Republic,7
Blokus,Denmark,10
Blokus,England,7
Blokus,Estonia,1
Blokus,Finland,32
Blokus,France,18
Blokus,Germany,78
Blokus,Greece,17
Blokus,Guatemala,1
Blokus,Hungary,9
Blokus,India,1
Blokus,Indonesia,3
Blokus,Ireland,2
Blokus,Israel,7
Blokus,Italy,16
Blokus,Japan,34
Blokus,Latvia,2
Blokus,Luxembourg,1
Blokus,Malaysia,9
Blokus,Mexico,4
Blokus,Moldova,1
Blokus,Netherlands,26
Blokus,New Zealand,11
Blokus,Norway,13
Blokus,Peru,2
Blokus,Philippines,2
Blokus,Poland,37
Blokus,Portugal,9
Blokus,Romania,2
Blokus,Russia,10
Blokus,Republic of Serbia,2
Blokus,Slovakia,1
Blokus,Slovenia,4
Blokus,South Africa,3
Blokus,South Korea,24
Blokus,Spain,39
Blokus,Sweden,27
Blokus,Switzerland,4
Blokus,Taiwan,18
Blokus,Thailand,4
Blokus,Ukraine,1
Blokus,USA,1223
Bohnanza,Argentina,11
Bohnanza,Australia,78
Bohnanza,Austria,15
Bohnanza,Belarus,2
Bohnanza,Belgium,62
Bohnanza,Brazil,54
Bohnanza,Brunei,1
Bohnanza,Bulgaria,1
Bohnanza,Canada,282
Bohnanza,Chile,13
Bohnanza,China,15
Bohnanza,Colombia,6
Bohnanza,Costa Rica,1
Bohnanza,Croatia,4
Bohnanza,Czech Republic,8
Bohnanza,Denmark,18
Bohnanza,England,12
Bohnanza,Estonia,7
Bohnanza,Finland,47
Bohnanza,France,32
Bohnanza,Germany,211
Bohnanza,Greece,46
Bohnanza,Hungary,24
Bohnanza,Iceland,1
Bohnanza,India,5
Bohnanza,Indonesia,5
Bohnanza,Ireland,8
Bohnanza,Israel,11
Bohnanza,Italy,65
Bohnanza,Japan,41
Bohnanza,Latvia,10
Bohnanza,Lithuania,9
Bohnanza,Luxembourg,2
Bohnanza,Malaysia,8
Bohnanza,Mexico,11
Bohnanza,Netherlands,59
Bohnanza,New Zealand,28
Bohnanza,Norway,25
Bohnanza,Peru,1
Bohnanza,Philippines,4
Bohnanza,Poland,103
Bohnanza,Portugal,15
Bohnanza,Romania,7
Bohnanza,Russia,18
Bohnanza,Saudi Arabia,1
Bohnanza,Republic of Serbia,6
Bohnanza,Slovakia,2
Bohnanza,Slovenia,2
Bohnanza,South Africa,3
Bohnanza,South Korea,36
Bohnanza,Spain,111
Bohnanza,Sweden,54
Bohnanza,Switzerland,19
Bohnanza,Taiwan,19
Bohnanza,Thailand,5
Bohnanza,Turkey,1
Bohnanza,Uganda,1
Bohnanza,Ukraine,2
Bohnanza,USA,1530
Bohnanza,Uruguay,1
Bohnanza,Venezuela,3
Bohnanza,Vietnam,1
Bohnanza,Zambia,1
Camel Up,Argentina,2
Camel Up,Australia,42
Camel Up,Austria,9
Camel Up,Belarus,1
Camel Up,Belgium,21
Camel Up,Brazil,23
Camel Up,Bulgaria,4
Camel Up,Canada,81
Camel Up,Chile,9
Camel Up,China,5
Camel Up,Colombia,1
Camel Up,Croatia,4
Camel Up,Czech Republic,5
Camel Up,Denmark,5
Camel Up,England,11
Camel Up,Finland,11
Camel Up,France,7
Camel Up,Germany,108
Camel Up,Greece,15
Camel Up,Hungary,14
Camel Up,Iceland,2
Camel Up,India,4
Camel Up,Indonesia,3
Camel Up,Ireland,8
Camel Up,Israel,5
Camel Up,Italy,25
Camel Up,Japan,23
Camel Up,Latvia,4
Camel Up,Lithuania,3
Camel Up,Luxembourg,1
Camel Up,Malaysia,2
Camel Up,Mexico,5
Camel Up,Moldova,1
Camel Up,Netherlands,18
Camel Up,New Zealand,7
Camel Up,Norway,4
Camel Up,Peru,2
Camel Up,Philippines,3
Camel Up,Poland,28
Camel Up,Portugal,9
Camel Up,Qatar,1
Camel Up,Romania,10
Camel Up,Russia,7
Camel Up,Saudi Arabia,2
Camel Up,Republic of Serbia,8
Camel Up,Slovakia,1
Camel Up,Slovenia,2
Camel Up,South Africa,2
Camel Up,South Korea,13
Camel Up,Spain,71
Camel Up,Sweden,21
Camel Up,Switzerland,10
Camel Up,Taiwan,16
Camel Up,Thailand,11
Camel Up,Ukraine,2
Camel Up,USA,331
Camel Up,Uruguay,1
Camel Up,Venezuela,2
Camel Up,Vietnam,1
Can't Stop,Albania,1
Can't Stop,Argentina,1
Can't Stop,Australia,22
Can't Stop,Austria,4
Can't Stop,Belgium,20
Can't Stop,Brazil,12
Can't Stop,Brunei,1
Can't Stop,Bulgaria,1
Can't Stop,Canada,95
Can't Stop,Chile,4
Can't Stop,China,8
Can't Stop,Colombia,2
Can't Stop,Czech Republic,4
Can't Stop,Denmark,5
Can't Stop,England,1
Can't Stop,Estonia,3
Can't Stop,Finland,12
Can't Stop,France,16
Can't Stop,Germany,79
Can't Stop,Greece,12
Can't Stop,Guatemala,1
Can't Stop,Hungary,3
Can't Stop,Israel,3
Can't Stop,Italy,15
Can't Stop,Japan,26
Can't Stop,Latvia,4
Can't Stop,Luxembourg,1
Can't Stop,Malaysia,3
Can't Stop,Mexico,2
Can't Stop,Netherlands,17
Can't Stop,New Zealand,6
Can't Stop,Norway,9
Can't Stop,Poland,16
Can't Stop,Portugal,6
Can't Stop,Russia,3
Can't Stop,Republic of Serbia,2
Can't Stop,South Africa,2
Can't Stop,South Korea,15
Can't Stop,Spain,44
Can't Stop,Sweden,10
Can't Stop,Switzerland,2
Can't Stop,Taiwan,9
Can't Stop,Thailand,4
Can't Stop,Ukraine,2
Can't Stop,USA,609
Can't Stop,Uruguay,1
Can't Stop,Vietnam,1
Carcassonne,Albania,1
Carcassonne,Argentina,31
Carcassonne,Australia,203
Carcassonne,Austria,36
Carcassonne,The Bahamas,1
Carcassonne,Belarus,3
Carcassonne,Belgium,99
Carcassonne,Bolivia,2
Carcassonne,Bosnia and Herzegovina,1
Carcassonne,Brazil,156
Carcassonne,Brunei,1
Carcassonne,Bulgaria,13
Carcassonne,Canada,622
Carcassonne,Chile,38
Carcassonne,China,36
Carcassonne,Colombia,12
Carcassonne,Costa Rica,3
Carcassonne,Croatia,16
Carcassonne,Czech Republic,38
Carcassonne,Denmark,46
Carcassonne,Ecuador,1
Carcassonne,England,29
Carcassonne,Estonia,17
Carcassonne,Fiji,1
Carcassonne,Finland,80
Carcassonne,France,61
Carcassonne,Germany,333
Carcassonne,Greece,83
Carcassonne,Guatemala,2
Carcassonne,Hungary,47
Carcassonne,Iceland,7
Carcassonne,India,9
Carcassonne,Indonesia,9
Carcassonne,Iran,1
Carcassonne,Iraq,1
Carcassonne,Ireland,21
Carcassonne,Israel,20
Carcassonne,Italy,114
Carcassonne,Japan,66
Carcassonne,Kenya,1
Carcassonne,Latvia,16
Carcassonne,Lithuania,25
Carcassonne,Luxembourg,3
Carcassonne,Macedonia,2
Carcassonne,Malaysia,12
Carcassonne,Mexico,43
Carcassonne,Moldova,2
Carcassonne,Mongolia,1
Carcassonne,Netherlands,111
Carcassonne,New Zealand,48
Carcassonne,Norway,43
Carcassonne,Panama,1
Carcassonne,Paraguay,1
Carcassonne,Peru,13
Carcassonne,Philippines,12
Carcassonne,Poland,189
Carcassonne,Portugal,55
Carcassonne,Puerto Rico,1
Carcassonne,Qatar,2
Carcassonne,Romania,32
Carcassonne,Russia,51
Carcassonne,Saudi Arabia,1
Carcassonne,Republic of Serbia,12
Carcassonne,Slovakia,5
Carcassonne,Slovenia,11
Carcassonne,South Africa,12
Carcassonne,South Korea,49
Carcassonne,Spain,327
Carcassonne,Sri Lanka,1
Carcassonne,Sweden,135
Carcassonne,Switzerland,25
Carcassonne,Taiwan,43
Carcassonne,Thailand,15
Carcassonne,Trinidad and Tobago,1
Carcassonne,Turkey,5
Carcassonne,Uganda,1
Carcassonne,Ukraine,13
Carcassonne,USA,3444
Carcassonne,Uruguay,2
Carcassonne,Venezuela,4
Carcassonne,Vietnam,3
Carcassonne: Hunters and Gatherers,Argentina,3
Carcassonne: Hunters and Gatherers,Australia,33
Carcassonne: Hunters and Gatherers,Austria,5
Carcassonne: Hunters and Gatherers,Belarus,1
Carcassonne: Hunters and Gatherers,Belgium,17
Carcassonne: Hunters and Gatherers,Bolivia,1
Carcassonne: Hunters and Gatherers,Brazil,11
Carcassonne: Hunters and Gatherers,Bulgaria,1
Carcassonne: Hunters and Gatherers,Canada,114
Carcassonne: Hunters and Gatherers,Chile,4
Carcassonne: Hunters and Gatherers,China,2
Carcassonne: Hunters and Gatherers,Colombia,1
Carcassonne: Hunters and Gatherers,Croatia,2
Carcassonne: Hunters and Gatherers,Czech Republic,12
Carcassonne: Hunters and Gatherers,Denmark,6
Carcassonne: Hunters and Gatherers,England,5
Carcassonne: Hunters and Gatherers,Estonia,2
Carcassonne: Hunters and Gatherers,Finland,29
Carcassonne: Hunters and Gatherers,France,11
Carcassonne: Hunters and Gatherers,Germany,88
Carcassonne: Hunters and Gatherers,Greece,5
Carcassonne: Hunters and Gatherers,Hungary,5
Carcassonne: Hunters and Gatherers,India,2
Carcassonne: Hunters and Gatherers,Indonesia,3
Carcassonne: Hunters and Gatherers,Ireland,3
Carcassonne: Hunters and Gatherers,Israel,1
Carcassonne: Hunters and Gatherers,Italy,18
Carcassonne: Hunters and Gatherers,Japan,13
Carcassonne: Hunters and Gatherers,Latvia,1
Carcassonne: Hunters and Gatherers,Lithuania,1
Carcassonne: Hunters and Gatherers,Macedonia,2
Carcassonne: Hunters and Gatherers,Malaysia,3
Carcassonne: Hunters and Gatherers,Mexico,2
Carcassonne: Hunters and Gatherers,Netherlands,40
Carcassonne: Hunters and Gatherers,New Zealand,9
Carcassonne: Hunters and Gatherers,Norway,11
Carcassonne: Hunters and Gatherers,Poland,11
Carcassonne: Hunters and Gatherers,Portugal,7
Carcassonne: Hunters and Gatherers,Romania,2
Carcassonne: Hunters and Gatherers,Russia,15
Carcassonne: Hunters and Gatherers,Republic of Serbia,1
Carcassonne: Hunters and Gatherers,Slovakia,1
Carcassonne: Hunters and Gatherers,Slovenia,1
Carcassonne: Hunters and Gatherers,South Africa,2
Carcassonne: Hunters and Gatherers,South Korea,15
Carcassonne: Hunters and Gatherers,Spain,44
Carcassonne: Hunters and Gatherers,Sweden,29
Carcassonne: Hunters and Gatherers,Switzerland,2
Carcassonne: Hunters and Gatherers,Taiwan,3
Carcassonne: Hunters and Gatherers,Thailand,1
Carcassonne: Hunters and Gatherers,Ukraine,3
Carcassonne: Hunters and Gatherers,USA,635
Cards Against Humanity,Argentina,3
Cards Against Humanity,Australia,47
Cards Against Humanity,Belgium,3
Cards Against Humanity,Brazil,9
Cards Against Humanity,Bulgaria,6
Cards Against Humanity,Canada,127
Cards Against Humanity,Chile,4
Cards Against Humanity,China,1
Cards Against Humanity,Costa Rica,2
Cards Against Humanity,Croatia,1
Cards Against Humanity,Czech Republic,1
Cards Against Humanity,Denmark,2
Cards Against Humanity,England,2
Cards Against Humanity,Estonia,1
Cards Against Humanity,Finland,8
Cards Against Humanity,Germany,9
Cards Against Humanity,Greece,5
Cards Against Humanity,Hungary,1
Cards Against Humanity,Iceland,2
Cards Against Humanity,India,2
Cards Against Humanity,Ireland,5
Cards Against Humanity,Israel,2
Cards Against Humanity,Italy,5
Cards Against Humanity,Latvia,2
Cards Against Humanity,Lithuania,1
Cards Against Humanity,Macedonia,1
Cards Against Humanity,Malaysia,1
Cards Against Humanity,Mexico,6
Cards Against Humanity,Netherlands,9
Cards Against Humanity,New Zealand,6
Cards Against Humanity,Norway,2
Cards Against Humanity,Peru,1
Cards Against Humanity,Philippines,5
Cards Against Humanity,Poland,2
Cards Against Humanity,Romania,5
Cards Against Humanity,Russia,1
Cards Against Humanity,Slovakia,1
Cards Against Humanity,Slovenia,1
Cards Against Humanity,South Africa,2
Cards Against Humanity,South Korea,1
Cards Against Humanity,Spain,15
Cards Against Humanity,Sri Lanka,1
Cards Against Humanity,Sweden,11
Cards Against Humanity,Switzerland,2
Cards Against Humanity,Taiwan,1
Cards Against Humanity,Thailand,1
Cards Against Humanity,Turkey,2
Cards Against Humanity,USA,795
Cards Against Humanity,Venezuela,1
Castles of Mad King Ludwig,Argentina,6
Castles of Mad King Ludwig,Australia,31
Castles of Mad King Ludwig,Austria,3
Castles of Mad King Ludwig,Belarus,1
Castles of Mad King Ludwig,Belgium,3
Castles of Mad King Ludwig,Brazil,16
Castles of Mad King Ludwig,Canada,80
Castles of Mad King Ludwig,Chile,3
Castles of Mad King Ludwig,China,10
Castles of Mad King Ludwig,Colombia,1
Castles of Mad King Ludwig,Croatia,1
Castles of Mad King Ludwig,Czech Republic,9
Castles of Mad King Ludwig,Denmark,7
Castles of Mad King Ludwig,England,6
Castles of Mad King Ludwig,Estonia,2
Castles of Mad King Ludwig,Finland,13
Castles of Mad King Ludwig,France,5
Castles of Mad King Ludwig,Germany,29
Castles of Mad King Ludwig,Greece,7
Castles of Mad King Ludwig,Hungary,4
Castles of Mad King Ludwig,Iceland,1
Castles of Mad King Ludwig,India,3
Castles of Mad King Ludwig,Ireland,3
Castles of Mad King Ludwig,Israel,2
Castles of Mad King Ludwig,Italy,8
Castles of Mad King Ludwig,Japan,11
Castles of Mad King Ludwig,Latvia,4
Castles of Mad King Ludwig,Lebanon,1
Castles of Mad King Ludwig,Lithuania,4
Castles of Mad King Ludwig,Malaysia,2
Castles of Mad King Ludwig,Mexico,6
Castles of Mad King Ludwig,Netherlands,9
Castles of Mad King Ludwig,New Zealand,4
Castles of Mad King Ludwig,Norway,6
Castles of Mad King Ludwig,Philippines,2
Castles of Mad King Ludwig,Poland,21
Castles of Mad King Ludwig,Portugal,6
Castles of Mad King Ludwig,Romania,3
Castles of Mad King Ludwig,Russia,9
Castles of Mad King Ludwig,Republic of Serbia,1
Castles of Mad King Ludwig,Slovakia,1
Castles of Mad King Ludwig,South Africa,2
Castles of Mad King Ludwig,South Korea,9
Castles of Mad King Ludwig,Spain,29
Castles of Mad King Ludwig,Sweden,16
Castles of Mad King Ludwig,Switzerland,2
Castles of Mad King Ludwig,Taiwan,6
Castles of Mad King Ludwig,Thailand,2
Castles of Mad King Ludwig,Ukraine,4
Castles of Mad King Ludwig,USA,520
Castles of Mad King Ludwig,Vietnam,3
Catan,Albania,1
Catan,Argentina,59
Catan,Australia,318
Catan,Austria,44
Catan,Azerbaijan,1
Catan,The Bahamas,2
Catan,Belarus,7
Catan,Belgium,151
Catan,Bolivia,3
Catan,Bosnia and Herzegovina,1
Catan,Brazil,249
Catan,Brunei,1
Catan,Bulgaria,23
Catan,Canada,1089
Catan,Chile,63
Catan,China,54
Catan,Colombia,21
Catan,Costa Rica,6
Catan,Croatia,28
Catan,Cyprus,2
Catan,Czech Republic,50
Catan,Denmark,77
Catan,Dominican Republic,1
Catan,Ecuador,3
Catan,England,43
Catan,Estonia,23
Catan,Fiji,1
Catan,Finland,104
Catan,France,93
Catan,Germany,482
Catan,Greece,124
Catan,Guatemala,4
Catan,Honduras,1
Catan,Hungary,70
Catan,Iceland,13
Catan,India,19
Catan,Indonesia,22
Catan,Iran,7
Catan,Iraq,1
Catan,Ireland,33
Catan,Israel,37
Catan,Italy,189
Catan,Japan,80
Catan,Kenya,1
Catan,Latvia,22
Catan,Lebanon,2
Catan,Lithuania,32
Catan,Luxembourg,5
Catan,Macedonia,4
Catan,Malaysia,23
Catan,Mexico,91
Catan,Moldova,3
Catan,Mongolia,1
Catan,Netherlands,170
Catan,New Zealand,78
Catan,Norway,56
Catan,Panama,1
Catan,Paraguay,1
Catan,Peru,14
Catan,Philippines,18
Catan,Poland,292
Catan,Portugal,91
Catan,Puerto Rico,1
Catan,Qatar,2
Catan,Romania,61
Catan,Russia,62
Catan,Rwanda,1
Catan,Saudi Arabia,3
Catan,Republic of Serbia,26
Catan,Slovakia,12
Catan,Slovenia,18
Catan,South Africa,28
Catan,South Korea,64
Catan,Spain,483
Catan,Sri Lanka,1
Catan,Sweden,206
Catan,Switzerland,45
Catan,Taiwan,62
Catan,Thailand,25
Catan,Trinidad and Tobago,1
Catan,Turkey,13
Catan,Uganda,1
Catan,Ukraine,23
Catan,United Arab Emirates,2
Catan,USA,6114
Catan,Uruguay,8
Catan,Venezuela,7
Catan,Vietnam,4
Catan,Zambia,1
Catan Card Game,Argentina,4
Catan Card Game,Australia,41
Catan Card Game,Austria,15
Catan Card Game,Belgium,45
Catan Card Game,Brazil,11
Catan Card Game,Brunei,1
Catan Card Game,Bulgaria,1
Catan Card Game,Canada,188
Catan Card Game,Chile,5
Catan Card Game,China,5
Catan Card Game,Colombia,1
Catan Card Game,Czech Republic,12
Catan Card Game,Denmark,5
Catan Card Game,England,8
Catan Card Game,Estonia,1
Catan Card Game,Finland,14
Catan Card Game,France,27
Catan Card Game,Germany,186
Catan Card Game,Greece,15
Catan Card Game,Hungary,14
Catan Card Game,India,2
Catan Card Game,Indonesia,1
Catan Card Game,Ireland,3
Catan Card Game,Israel,2
Catan Card Game,Italy,45
Catan Card Game,Japan,7
Catan Card Game,Latvia,1
Catan Card Game,Lithuania,2
Catan Card Game,Luxembourg,1
Catan Card Game,Malaysia,1
Catan Card Game,Mexico,3
Catan Card Game,Netherlands,82
Catan Card Game,New Zealand,13
Catan Card Game,Norway,13
Catan Card Game,Philippines,1
Catan Card Game,Poland,29
Catan Card Game,Portugal,3
Catan Card Game,Qatar,1
Catan Card Game,Romania,8
Catan Card Game,Russia,13
Catan Card Game,Rwanda,1
Catan Card Game,Republic of Serbia,2
Catan Card Game,Slovakia,1
Catan Card Game,Slovenia,4
Catan Card Game,South Africa,2
Catan Card Game,South Korea,6
Catan Card Game,Spain,65
Catan Card Game,Sweden,18
Catan Card Game,Switzerland,13
Catan Card Game,Taiwan,4
Catan Card Game,Ukraine,2
Catan Card Game,USA,884
Catan Card Game,Uruguay,1
Caverna: The Cave Farmers,Argentina,6
Caverna: The Cave Farmers,Australia,34
Caverna: The Cave Farmers,Austria,3
Caverna: The Cave Farmers,Belarus,1
Caverna: The Cave Farmers,Belgium,13
Caverna: The Cave Farmers,Brazil,34
Caverna: The Cave Farmers,Bulgaria,3
Caverna: The Cave Farmers,Canada,110
Caverna: The Cave Farmers,Chile,5
Caverna: The Cave Farmers,China,7
Caverna: The Cave Farmers,Colombia,3
Caverna: The Cave Farmers,Croatia,1
Caverna: The Cave Farmers,Czech Republic,6
Caverna: The Cave Farmers,Denmark,8
Caverna: The Cave Farmers,England,10
Caverna: The Cave Farmers,Estonia,3
Caverna: The Cave Farmers,Finland,7
Caverna: The Cave Farmers,France,14
Caverna: The Cave Farmers,Germany,58
Caverna: The Cave Farmers,Greece,12
Caverna: The Cave Farmers,Honduras,1
Caverna: The Cave Farmers,Hungary,7
Caverna: The Cave Farmers,Iceland,3
Caverna: The Cave Farmers,India,3
Caverna: The Cave Farmers,Indonesia,1
Caverna: The Cave Farmers,Ireland,2
Caverna: The Cave Farmers,Israel,6
Caverna: The Cave Farmers,Italy,29
Caverna: The Cave Farmers,Japan,19
Caverna: The Cave Farmers,Latvia,3
Caverna: The Cave Farmers,Lithuania,6
Caverna: The Cave Farmers,Luxembourg,1
Caverna: The Cave Farmers,Malaysia,1
Caverna: The Cave Farmers,Mexico,6
Caverna: The Cave Farmers,Netherlands,14
Caverna: The Cave Farmers,New Zealand,7
Caverna: The Cave Farmers,Norway,8
Caverna: The Cave Farmers,Philippines,4
Caverna: The Cave Farmers,Poland,39
Caverna: The Cave Farmers,Portugal,6
Caverna: The Cave Farmers,Qatar,1
Caverna: The Cave Farmers,Romania,5
Caverna: The Cave Farmers,Russia,6
Caverna: The Cave Farmers,Republic of Serbia,4
Caverna: The Cave Farmers,Slovakia,1
Caverna: The Cave Farmers,South Africa,5
Caverna: The Cave Farmers,South Korea,13
Caverna: The Cave Farmers,Spain,46
Caverna: The Cave Farmers,Sweden,16
Caverna: The Cave Farmers,Switzerland,5
Caverna: The Cave Farmers,Taiwan,7
Caverna: The Cave Farmers,Thailand,5
Caverna: The Cave Farmers,Ukraine,5
Caverna: The Cave Farmers,USA,495
Caverna: The Cave Farmers,Uruguay,1
Caverna: The Cave Farmers,Venezuela,2
Caverna: The Cave Farmers,Vietnam,1
Caylus,Argentina,6
Caylus,Australia,51
Caylus,Austria,15
Caylus,Azerbaijan,1
Caylus,Belgium,42
Caylus,Brazil,39
Caylus,Bulgaria,1
Caylus,Canada,185
Caylus,Chile,4
Caylus,China,22
Caylus,Colombia,4
Caylus,Croatia,1
Caylus,Czech Republic,12
Caylus,Denmark,12
Caylus,Ecuador,1
Caylus,England,12
Caylus,Estonia,6
Caylus,Finland,35
Caylus,France,39
Caylus,Germany,155
Caylus,Greece,28
Caylus,Hungary,11
Caylus,Iceland,1
Caylus,India,3
Caylus,Indonesia,3
Caylus,Ireland,7
Caylus,Israel,8
Caylus,Italy,69
Caylus,Japan,23
Caylus,Latvia,7
Caylus,Lithuania,5
Caylus,Luxembourg,3
Caylus,Malaysia,9
Caylus,Mexico,4
Caylus,Mongolia,1
Caylus,Netherlands,30
Caylus,New Zealand,17
Caylus,Norway,12
Caylus,Peru,2
Caylus,Philippines,4
Caylus,Poland,61
Caylus,Portugal,7
Caylus,Qatar,1
Caylus,Romania,4
Caylus,Russia,9
Caylus,Republic of Serbia,2
Caylus,Slovakia,2
Caylus,Slovenia,5
Caylus,South Africa,5
Caylus,South Korea,27
Caylus,Spain,136
Caylus,Sweden,29
Caylus,Switzerland,12
Caylus,Taiwan,24
Caylus,Thailand,5
