Game,Country,AverageRating
Citadels,Australia,7.38
Citadels,Austria,7.78
Citadels,Belarus,9.17
Citadels,Belgium,7.96
Citadels,Bolivia,9.0
Citadels,Brazil,7.8
Citadels,Brunei,7.0
Citadels,Bulgaria,7.17
Citadels,Canada,7.56
Citadels,Chile,8.29
Citadels,China,7.92
Citadels,Colombia,7.25
Citadels,Croatia,8.17
Citadels,Czech Republic,7.39
Citadels,Denmark,7.04
Citadels,England,7.73
Citadels,Estonia,7.39
Citadels,Finland,7.44
Citadels,France,7.88
Citadels,Germany,7.81
Citadels,Greece,7.61
Citadels,Guatemala,10.0
Citadels,Hungary,7.83
Citadels,Iceland,7.5
Citadels,India,7.57
Citadels,Indonesia,7.67
Citadels,Ireland,8.27
Citadels,Israel,7.93
Citadels,Italy,7.7
Citadels,Japan,7.13
Citadels,Latvia,8.03
Citadels,Lebanon,7.0
Citadels,Lithuania,7.48
Citadels,Luxembourg,7.7
Citadels,Malaysia,7.38
Citadels,Mexico,7.92
Citadels,Moldova,8.0
Citadels,Mongolia,9.0
Citadels,Netherlands,7.61
Citadels,New Zealand,7.46
Citadels,Norway,7.2
Citadels,Peru,7.33
Citadels,Philippines,8.71
Citadels,Poland,7.8
Citadels,Portugal,7.42
Citadels,Qatar,6.4
Citadels,Romania,8.52
Citadels,Russia,7.86
Citadels,Saudi Arabia,8.5
Citadels,Republic of Serbia,7.92
Citadels,Slovakia,5.75
Citadels,Slovenia,8.37
Citadels,South Africa,7.6
Citadels,South Korea,7.25
Citadels,Spain,7.78
Citadels,Sweden,7.34
Citadels,Switzerland,7.73
Citadels,Taiwan,8.33
Citadels,Thailand,8.12
Citadels,Turkey,8.38
Citadels,Ukraine,8.0
Citadels,USA,7.54
Citadels,Uruguay,7.5
Citadels,Venezuela,9.25
Citadels,Vietnam,6.88
Clue,Argentina,6.5
Clue,Australia,5.93
Clue,Austria,5.25
Clue,Belgium,6.13
Clue,Brazil,6.13
Clue,Brunei,8.0
Clue,Bulgaria,8.0
Clue,Canada,6.02
Clue,Chile,5.37
Clue,China,4.3
Clue,Colombia,5.0
Clue,Costa Rica,6.33
Clue,Croatia,5.75
Clue,Czech Republic,5.5
Clue,Denmark,5.88
Clue,England,5.95
Clue,Estonia,9.0
Clue,Finland,5.65
Clue,France,6.44
Clue,Germany,6.19
Clue,Greece,6.99
Clue,Guatemala,7.0
Clue,Honduras,7.0
Clue,Hungary,7.0
Clue,Indonesia,4.0
Clue,Ireland,6.2
Clue,Israel,6.79
Clue,Italy,5.68
Clue,Japan,5.61
Clue,Latvia,3.5
Clue,Lithuania,7.0
Clue,Luxembourg,8.0
Clue,Macedonia,5.0
Clue,Malaysia,5.0
Clue,Mexico,6.1
Clue,Netherlands,5.78
Clue,New Zealand,5.55
Clue,Norway,5.71
Clue,Philippines,6.2
Clue,Poland,5.67
Clue,Portugal,7.48
Clue,Romania,7.5
Clue,Russia,6.0
Clue,Saudi Arabia,6.0
Clue,Republic of Serbia,6.6
Clue,Slovenia,7.5
Clue,South Africa,4.5
Clue,South Korea,6.35
Clue,Spain,6.3
Clue,Sweden,5.35
Clue,Switzerland,6.0
Clue,Taiwan,7.4
Clue,Thailand,8.33
Clue,Ukraine,8.05
Clue,USA,5.94
Clue,Venezuela,7.0
Codenames,Argentina,8.18
Codenames,Australia,7.89
Codenames,Austria,8.11
Codenames,Belarus,8.33
Codenames,Belgium,7.35
Codenames,Bolivia,7.0
Codenames,Brazil,8.54
Codenames,Bulgaria,7.94
Codenames,Canada,8.14
Codenames,Chile,7.14
Codenames,China,7.91
Codenames,Colombia,7.85
Codenames,Costa Rica,7.0
Codenames,Croatia,7.5
Codenames,Czech Republic,9.2
Codenames,Denmark,7.65
Codenames,Ecuador,8.0
Codenames,England,8.02
Codenames,Estonia,8.7
Codenames,Finland,8.15
Codenames,France,8.48
Codenames,Germany,7.8
Codenames,Greece,8.44
Codenames,Hungary,7.61
Codenames,Iceland,9.0
Codenames,India,8.93
Codenames,Indonesia,8.8
Codenames,Ireland,8.38
Codenames,Israel,8.66
Codenames,Italy,7.77
Codenames,Japan,6.84
Codenames,Latvia,8.13
Codenames,Lithuania,7.07
Codenames,Luxembourg,8.5
Codenames,Macedonia,8.0
Codenames,Malaysia,7.83
Codenames,Mexico,8.07
Codenames,Moldova,9.0
Codenames,Netherlands,8.0
Codenames,New Zealand,7.5
Codenames,Norway,7.31
Codenames,Paraguay,8.0
Codenames,Peru,9.67
Codenames,Philippines,8.36
Codenames,Poland,8.35
Codenames,Portugal,7.98
Codenames,Qatar,8.2
Codenames,Romania,8.72
Codenames,Russia,7.83
Codenames,Saudi Arabia,8.0
Codenames,Republic of Serbia,6.88
Codenames,Slovakia,7.85
Codenames,Slovenia,8.33
Codenames,South Africa,8.35
Codenames,South Korea,7.64
Codenames,Spain,7.96
Codenames,Sweden,7.85
Codenames,Switzerland,7.5
Codenames,Taiwan,8.45
Codenames,Thailand,7.56
Codenames,Uganda,8.0
Codenames,Ukraine,7.83
Codenames,USA,8.08
Codenames,Uruguay,8.0
Codenames,Venezuela,9.0
Codenames,Vietnam,8.25
Coloretto,Argentina,7.25
Coloretto,Australia,7.05
Coloretto,Austria,7.86
Coloretto,Belarus,8.0
Coloretto,Belgium,6.6
Coloretto,Brazil,7.39
Coloretto,Bulgaria,6.0
Coloretto,Canada,7.3
Coloretto,Chile,7.43
Coloretto,China,7.07
Coloretto,Colombia,7.28
Coloretto,Croatia,6.47
Coloretto,Czech Republic,6.22
Coloretto,Denmark,5.6
Coloretto,England,7.0
Coloretto,Estonia,6.25
Coloretto,Finland,7.43
Coloretto,France,7.68
Coloretto,Germany,7.47
Coloretto,Greece,7.21
Coloretto,Hungary,7.73
Coloretto,India,7.0
Coloretto,Indonesia,8.5
Coloretto,Israel,8.36
Coloretto,Italy,7.25
Coloretto,Japan,7.34
Coloretto,Latvia,7.1
Coloretto,Lithuania,7.6
Coloretto,Luxembourg,5.5
Coloretto,Malaysia,6.83
Coloretto,Mexico,8.08
Coloretto,Netherlands,7.21
Coloretto,New Zealand,7.35
Coloretto,Norway,7.19
Coloretto,Philippines,6.5
Coloretto,Poland,7.1
Coloretto,Portugal,7.12
Coloretto,Romania,7.67
Coloretto,Russia,7.0
Coloretto,Saudi Arabia,7.0
Coloretto,Republic of Serbia,6.0
Coloretto,Slovakia,6.0
Coloretto,Slovenia,8.0
Coloretto,South Africa,7.33
Coloretto,South Korea,7.28
Coloretto,Spain,7.4
Coloretto,Sweden,7.3
Coloretto,Switzerland,8.27
Coloretto,Taiwan,7.43
Coloretto,Thailand,8.38
Coloretto,Ukraine,5.67
Coloretto,USA,7.25
Coloretto,Uruguay,8.0
Coloretto,Venezuela,7.75
Coloretto,Vietnam,8.38
Colt Express,Argentina,8.06
Colt Express,Australia,7.6
Colt Express,Austria,8.19
Colt Express,Belarus,6.0
Colt Express,Belgium,7.37
Colt Express,Brazil,8.07
Colt Express,Bulgaria,6.67
Colt Express,Canada,7.48
Colt Express,Chile,7.24
Colt Express,China,8.03
Colt Express,Colombia,8.63
Colt Express,Costa Rica,7.0
Colt Express,Croatia,9.0
Colt Express,Czech Republic,7.0
Colt Express,Denmark,5.25
Colt Express,Ecuador,9.0
Colt Express,England,7.96
Colt Express,Estonia,7.5
Colt Express,Finland,7.58
Colt Express,France,8.07
Colt Express,Germany,7.59
Colt Express,Greece,7.42
Colt Express,Hungary,7.2
Colt Express,Iceland,9.0
Colt Express,India,9.0
Colt Express,Indonesia,8.5
Colt Express,Ireland,7.75
Colt Express,Israel,6.45
Colt Express,Italy,7.1
Colt Express,Japan,6.69
Colt Express,Latvia,7.75
Colt Express,Lithuania,8.0
Colt Express,Luxembourg,7.75
Colt Express,Malaysia,8.25
Colt Express,Mexico,8.29
Colt Express,Netherlands,7.61
Colt Express,New Zealand,7.0
Colt Express,Norway,6.57
Colt Express,Peru,8.0
Colt Express,Philippines,7.0
Colt Express,Poland,7.54
Colt Express,Portugal,7.93
Colt Express,Romania,7.93
Colt Express,Russia,7.13
Colt Express,Saudi Arabia,9.0
Colt Express,Republic of Serbia,7.88
Colt Express,Slovakia,5.5
Colt Express,Slovenia,8.0
Colt Express,South Africa,7.2
Colt Express,South Korea,7.14
Colt Express,Spain,7.49
Colt Express,Sweden,7.43
Colt Express,Switzerland,7.06
Colt Express,Taiwan,7.29
Colt Express,Thailand,7.34
Colt Express,Turkey,8.5
Colt Express,Uganda,8.0
Colt Express,Ukraine,10.0
Colt Express,USA,7.35
Colt Express,Venezuela,7.0
Cosmic Encounter,Argentina,8.06
Cosmic Encounter,Australia,7.37
Cosmic Encounter,Austria,6.88
Cosmic Encounter,Belgium,7.13
Cosmic Encounter,Brazil,8.19
Cosmic Encounter,Bulgaria,7.5
Cosmic Encounter,Canada,7.38
Cosmic Encounter,Chile,6.67
Cosmic Encounter,China,5.83
Cosmic Encounter,Colombia,8.5
Cosmic Encounter,Croatia,7.75
Cosmic Encounter,Czech Republic,5.5
Cosmic Encounter,Denmark,6.8
Cosmic Encounter,England,7.12
Cosmic Encounter,Estonia,7.38
Cosmic Encounter,Finland,7.54
Cosmic Encounter,France,7.61
Cosmic Encounter,Germany,6.92
Cosmic Encounter,Greece,8.24
Cosmic Encounter,Guatemala,7.0
Cosmic Encounter,Hungary,5.33
Cosmic Encounter,Iceland,7.5
Cosmic Encounter,Indonesia,8.5
Cosmic Encounter,Ireland,7.97
Cosmic Encounter,Israel,7.13
Cosmic Encounter,Italy,7.66
Cosmic Encounter,Japan,6.4
Cosmic Encounter,Latvia,6.75
Cosmic Encounter,Lebanon,5.0
Cosmic Encounter,Lithuania,5.75
Cosmic Encounter,Luxembourg,9.0
Cosmic Encounter,Macedonia,8.0
Cosmic Encounter,Malaysia,7.5
Cosmic Encounter,Mexico,7.5
Cosmic Encounter,Moldova,9.0
Cosmic Encounter,Netherlands,6.91
Cosmic Encounter,New Zealand,6.18
Cosmic Encounter,Norway,6.7
Cosmic Encounter,Peru,8.5
Cosmic Encounter,Philippines,8.08
Cosmic Encounter,Poland,8.11
Cosmic Encounter,Portugal,7.93
Cosmic Encounter,Romania,8.5
Cosmic Encounter,Russia,6.65
Cosmic Encounter,Republic of Serbia,6.25
Cosmic Encounter,Slovakia,9.0
Cosmic Encounter,Slovenia,9.0
Cosmic Encounter,South Africa,7.5
Cosmic Encounter,South Korea,6.0
Cosmic Encounter,Spain,7.21
Cosmic Encounter,Sri Lanka,8.0
Cosmic Encounter,Sweden,6.98
Cosmic Encounter,Switzerland,7.3
Cosmic Encounter,Taiwan,7.9
Cosmic Encounter,Thailand,6.88
Cosmic Encounter,Turkey,9.25
Cosmic Encounter,Ukraine,8.0
Cosmic Encounter,USA,7.6
Cosmic Encounter,Uruguay,8.5
Cosmic Encounter,Venezuela,5.5
Coup,Argentina,8.09
Coup,Australia,7.63
Coup,Austria,8.0
Coup,Belgium,7.63
Coup,Brazil,7.95
Coup,Bulgaria,5.75
Coup,Canada,7.42
Coup,Chile,6.9
Coup,China,7.5
Coup,Colombia,8.2
Coup,Croatia,9.0
Coup,Czech Republic,9.0
Coup,Denmark,6.17
Coup,England,6.78
Coup,Estonia,7.6
Coup,Finland,7.69
Coup,France,8.17
Coup,Germany,6.82
Coup,Greece,6.96
Coup,Hungary,5.5
Coup,Iceland,8.0
Coup,India,7.33
Coup,Indonesia,8.38
Coup,Ireland,7.75
Coup,Israel,6.69
Coup,Italy,6.88
Coup,Japan,6.62
Coup,Latvia,7.25
Coup,Lithuania,7.5
Coup,Luxembourg,8.0
Coup,Macedonia,6.0
Coup,Malaysia,8.33
Coup,Mexico,8.29
Coup,Moldova,10.0
Coup,Netherlands,6.79
Coup,New Zealand,7.03
Coup,Norway,6.0
Coup,Peru,6.0
Coup,Philippines,7.67
Coup,Poland,6.84
Coup,Portugal,7.03
Coup,Romania,10.0
Coup,Russia,6.0
Coup,Saudi Arabia,8.0
Coup,Republic of Serbia,8.0
Coup,Slovakia,7.25
Coup,Slovenia,8.0
Coup,South Africa,6.0
Coup,South Korea,6.46
Coup,Spain,6.95
Coup,Sweden,6.97
Coup,Switzerland,7.0
Coup,Taiwan,7.71
Coup,Thailand,7.63
Coup,Turkey,8.0
Coup,Uganda,7.0
Coup,Ukraine,10.0
Coup,USA,7.35
Coup,Venezuela,5.5
Coup,Vietnam,6.15
Dead of Winter: A Crossroads Game,Argentina,8.77
Dead of Winter: A Crossroads Game,Australia,7.88
Dead of Winter: A Crossroads Game,Austria,7.78
Dead of Winter: A Crossroads Game,Belarus,8.0
Dead of Winter: A Crossroads Game,Belgium,7.63
Dead of Winter: A Crossroads Game,Bolivia,8.0
Dead of Winter: A Crossroads Game,Brazil,8.42
Dead of Winter: A Crossroads Game,Bulgaria,8.25
Dead of Winter: A Crossroads Game,Canada,8.07
Dead of Winter: A Crossroads Game,Chile,6.0
Dead of Winter: A Crossroads Game,China,8.34
Dead of Winter: A Crossroads Game,Colombia,8.0
Dead of Winter: A Crossroads Game,Croatia,6.7
Dead of Winter: A Crossroads Game,Czech Republic,7.43
Dead of Winter: A Crossroads Game,Denmark,9.08
Dead of Winter: A Crossroads Game,England,7.07
Dead of Winter: A Crossroads Game,Estonia,6.5
Dead of Winter: A Crossroads Game,Finland,8.81
Dead of Winter: A Crossroads Game,France,8.5
Dead of Winter: A Crossroads Game,Germany,7.74
Dead of Winter: A Crossroads Game,Greece,8.41
Dead of Winter: A Crossroads Game,Guatemala,9.0
Dead of Winter: A Crossroads Game,Hungary,6.5
Dead of Winter: A Crossroads Game,Iceland,10.0
Dead of Winter: A Crossroads Game,Indonesia,8.0
Dead of Winter: A Crossroads Game,Iran,8.0
Dead of Winter: A Crossroads Game,Iraq,9.0
Dead of Winter: A Crossroads Game,Ireland,7.94
Dead of Winter: A Crossroads Game,Israel,6.89
Dead of Winter: A Crossroads Game,Italy,6.61
Dead of Winter: A Crossroads Game,Japan,7.06
Dead of Winter: A Crossroads Game,Latvia,7.0
Dead of Winter: A Crossroads Game,Lithuania,8.13
Dead of Winter: A Crossroads Game,Luxembourg,7.0
Dead of Winter: A Crossroads Game,Macedonia,10.0
Dead of Winter: A Crossroads Game,Malaysia,8.83
Dead of Winter: A Crossroads Game,Mexico,8.67
Dead of Winter: A Crossroads Game,Netherlands,7.58
Dead of Winter: A Crossroads Game,New Zealand,7.78
Dead of Winter: A Crossroads Game,Norway,7.88
Dead of Winter: A Crossroads Game,Philippines,8.3
Dead of Winter: A Crossroads Game,Poland,7.97
Dead of Winter: A Crossroads Game,Portugal,8.22
Dead of Winter: A Crossroads Game,Qatar,8.8
Dead of Winter: A Crossroads Game,Romania,9.61
Dead of Winter: A Crossroads Game,Russia,7.67
Dead of Winter: A Crossroads Game,Republic of Serbia,8.5
Dead of Winter: A Crossroads Game,Slovakia,9.0
Dead of Winter: A Crossroads Game,South Africa,8.0
Dead of Winter: A Crossroads Game,South Korea,7.78
Dead of Winter: A Crossroads Game,Spain,8.0
Dead of Winter: A Crossroads Game,Sweden,8.86
Dead of Winter: A Crossroads Game,Switzerland,6.33
Dead of Winter: A Crossroads Game,Taiwan,8.0
Dead of Winter: A Crossroads Game,Thailand,6.63
Dead of Winter: A Crossroads Game,Turkey,8.5
Dead of Winter: A Crossroads Game,Ukraine,9.5
Dead of Winter: A Crossroads Game,USA,7.86
Dead of Winter: A Crossroads Game,Uruguay,8.67
Dead of Winter: A Crossroads Game,Venezuela,9.0
Diamant,Argentina,6.94
Diamant,Australia,6.97
Diamant,Austria,7.0
Diamant,Belarus,6.0
Diamant,Belgium,7.09
Diamant,Brazil,7.07
Diamant,Brunei,8.0
Diamant,Canada,7.04
Diamant,Chile,7.41
Diamant,China,6.95
Diamant,Colombia,10.0
Diamant,Croatia,8.0
Diamant,Czech Republic,7.5
Diamant,Denmark,4.8
Diamant,England,7.36
Diamant,Estonia,6.67
Diamant,Finland,6.93
Diamant,France,7.13
Diamant,Germany,6.9
Diamant,Greece,7.29
Diamant,Guatemala,1.0
Diamant,Hungary,7.0
Diamant,India,6.0
Diamant,Indonesia,7.0
Diamant,Ireland,7.75
Diamant,Israel,7.5
Diamant,Italy,7.24
Diamant,Japan,6.68
Diamant,Latvia,9.0
Diamant,Malaysia,6.96
Diamant,Mexico,7.3
Diamant,Netherlands,7.29
Diamant,New Zealand,7.22
Diamant,Norway,7.18
Diamant,Philippines,8.0
Diamant,Poland,6.96
Diamant,Portugal,7.11
Diamant,Romania,6.75
Diamant,Russia,5.0
Diamant,Saudi Arabia,8.0
Diamant,Republic of Serbia,9.0
Diamant,Slovenia,8.33
Diamant,South Africa,6.83
Diamant,South Korea,6.86
Diamant,Spain,6.96
Diamant,Sweden,6.28
Diamant,Switzerland,6.67
Diamant,Taiwan,7.56
Diamant,Thailand,8.04
Diamant,Ukraine,9.0
Diamant,USA,7.24
Diamant,Uruguay,8.0
Diamant,Vietnam,7.5
Diplomacy,Argentina,8.0
Diplomacy,Australia,7.23
Diplomacy,Austria,7.17
Diplomacy,Belgium,7.54
Diplomacy,Brazil,8.14
Diplomacy,Canada,7.65
Diplomacy,Chile,8.5
Diplomacy,China,5.9
Diplomacy,Czech Republic,8.0
Diplomacy,Denmark,7.25
Diplomacy,England,6.75
Diplomacy,Finland,7.28
Diplomacy,France,7.93
Diplomacy,Germany,7.21
Diplomacy,Greece,7.85
Diplomacy,Hungary,8.13
Diplomacy,Iceland,7.0
Diplomacy,India,7.0
Diplomacy,Indonesia,7.0
Diplomacy,Ireland,8.05
Diplomacy,Israel,6.0
Diplomacy,Italy,7.29
Diplomacy,Japan,6.67
Diplomacy,Latvia,6.0
Diplomacy,Lithuania,8.0
Diplomacy,Mexico,8.45
Diplomacy,Moldova,7.0
Diplomacy,Netherlands,6.6
Diplomacy,New Zealand,6.72
Diplomacy,Norway,6.8
Diplomacy,Peru,8.5
Diplomacy,Philippines,5.0
Diplomacy,Poland,7.4
Diplomacy,Portugal,6.28
Diplomacy,Russia,6.33
Diplomacy,Republic of Serbia,8.0
Diplomacy,Slovenia,10.0
Diplomacy,South Korea,7.67
Diplomacy,Spain,7.56
Diplomacy,Sweden,7.38
Diplomacy,Switzerland,8.0
Diplomacy,Taiwan,9.0
Diplomacy,Turkey,9.0
Diplomacy,Ukraine,8.0
Diplomacy,USA,7.4
Diplomacy,Venezuela,6.5
Dixit,Argentina,8.23
Dixit,Australia,7.65
Dixit,Austria,8.05
Dixit,The Bahamas,10.0
Dixit,Belarus,8.33
Dixit,Belgium,7.65
Dixit,Bolivia,8.0
Dixit,Brazil,8.5
Dixit,Bulgaria,8.05
Dixit,Canada,7.71
Dixit,Chile,8.27
Dixit,China,7.79
Dixit,Colombia,8.9
Dixit,Costa Rica,9.5
Dixit,Croatia,8.2
Dixit,Czech Republic,8.12
Dixit,Denmark,7.21
Dixit,England,7.2
Dixit,Estonia,8.0
Dixit,Finland,7.46
Dixit,France,8.23
Dixit,Germany,7.12
Dixit,Greece,7.87
Dixit,Hungary,8.4
Dixit,Iceland,8.75
Dixit,India,8.13
Dixit,Indonesia,8.54
Dixit,Ireland,7.86
Dixit,Israel,7.78
Dixit,Italy,7.99
Dixit,Japan,7.32
Dixit,Latvia,8.0
Dixit,Lithuania,7.81
Dixit,Luxembourg,7.67
Dixit,Macedonia,7.0
Dixit,Malaysia,7.88
Dixit,Mexico,8.56
Dixit,Moldova,9.0
Dixit,Netherlands,7.9
Dixit,New Zealand,7.63
Dixit,Norway,7.25
Dixit,Peru,8.67
Dixit,Philippines,7.88
Dixit,Poland,7.77
Dixit,Portugal,7.86
Dixit,Qatar,7.1
Dixit,Romania,8.1
Dixit,Russia,7.91
Dixit,Saudi Arabia,7.33
Dixit,Republic of Serbia,8.3
Dixit,Slovakia,8.0
Dixit,Slovenia,8.75
Dixit,South Africa,8.33
Dixit,South Korea,7.55
Dixit,Spain,7.92
Dixit,Sweden,7.37
Dixit,Switzerland,7.44
Dixit,Taiwan,7.98
Dixit,Thailand,8.52
Dixit,Turkey,8.5
Dixit,Uganda,8.0
Dixit,Ukraine,8.54
Dixit,USA,7.52
Dixit,Uruguay,8.75
Dixit,Venezuela,8.0
Dixit,Vietnam,7.63
Dominion,Argentina,8.62
Dominion,Australia,7.81
Dominion,Austria,8.13
Dominion,Belarus,10.0
Dominion,Belgium,8.27
Dominion,Bolivia,9.0
Dominion,Brazil,8.39
Dominion,Brunei,10.0
Dominion,Bulgaria,8.0
Dominion,Canada,8.13
Dominion,Chile,8.19
Dominion,China,8.62
Dominion,Colombia,9.1
Dominion,Costa Rica,10.0
Dominion,Croatia,8.22
Dominion,Czech Republic,8.46
Dominion,Denmark,8.05
Dominion,Ecuador,7.0
Dominion,England,7.91
Dominion,Estonia,8.29
Dominion,Finland,8.37
Dominion,France,7.98
Dominion,Germany,8.2
Dominion,Greece,8.31
Dominion,Guatemala,9.25
Dominion,Hungary,7.72
Dominion,Iceland,7.5
Dominion,India,8.0
Dominion,Indonesia,8.67
Dominion,Iraq,9.0
Dominion,Ireland,8.41
Dominion,Israel,8.59
Dominion,Italy,8.04
Dominion,Japan,8.03
Dominion,Latvia,8.69
Dominion,Lithuania,8.34
Dominion,Luxembourg,8.25
Dominion,Malaysia,7.81
Dominion,Mexico,8.25
Dominion,Moldova,9.75
Dominion,Netherlands,8.26
Dominion,New Zealand,8.01
Dominion,Norway,8.65
Dominion,Peru,7.25
Dominion,Philippines,8.17
Dominion,Poland,8.15
Dominion,Portugal,8.07
Dominion,Romania,8.8
Dominion,Russia,8.62
Dominion,Saudi Arabia,9.0
Dominion,Republic of Serbia,7.57
Dominion,Slovakia,8.15
Dominion,Slovenia,8.75
Dominion,South Africa,8.5
Dominion,South Korea,8.52
Dominion,Spain,8.01
Dominion,Sweden,8.13
Dominion,Switzerland,7.98
Dominion,Taiwan,8.38
Dominion,Thailand,8.08
Dominion,Trinidad and Tobago,7.0
Dominion,Uganda,8.0
Dominion,Ukraine,7.56
Dominion,USA,8.3
Dominion,Uruguay,9.67
Dominion,Venezuela,9.67
Dominion,Vietnam,7.58
Dominion: Intrigue,Argentina,8.86
Dominion: Intrigue,Australia,7.9
Dominion: Intrigue,Austria,7.32
Dominion: Intrigue,Azerbaijan,6.0
Dominion: Intrigue,Belarus,9.5
Dominion: Intrigue,Belgium,8.45
Dominion: Intrigue,Bolivia,9.0
Dominion: Intrigue,Brazil,8.6
Dominion: Intrigue,Bulgaria,8.0
Dominion: Intrigue,Canada,8.1
Dominion: Intrigue,Chile,8.07
Dominion: Intrigue,China,8.81
Dominion: Intrigue,Colombia,7.75
Dominion: Intrigue,Croatia,7.35
Dominion: Intrigue,Czech Republic,8.16
Dominion: Intrigue,Denmark,7.52
Dominion: Intrigue,England,8.78
Dominion: Intrigue,Estonia,7.5
Dominion: Intrigue,Finland,7.94
Dominion: Intrigue,France,7.8
Dominion: Intrigue,Germany,8.15
Dominion: Intrigue,Greece,8.65
Dominion: Intrigue,Hungary,7.59
Dominion: Intrigue,India,5.0
Dominion: Intrigue,Indonesia,8.67
Dominion: Intrigue,Ireland,8.0
Dominion: Intrigue,Israel,9.07
Dominion: Intrigue,Italy,8.38
Dominion: Intrigue,Japan,7.56
Dominion: Intrigue,Latvia,8.27
Dominion: Intrigue,Lithuania,8.67
Dominion: Intrigue,Luxembourg,6.5
Dominion: Intrigue,Malaysia,8.76
Dominion: Intrigue,Mexico,7.58
Dominion: Intrigue,Netherlands,8.3
Dominion: Intrigue,New Zealand,7.83
Dominion: Intrigue,Norway,8.44
Dominion: Intrigue,Peru,8.0
Dominion: Intrigue,Philippines,6.5
Dominion: Intrigue,Poland,8.06
Dominion: Intrigue,Portugal,9.25
Dominion: Intrigue,Qatar,7.6
Dominion: Intrigue,Romania,8.93
Dominion: Intrigue,Russia,8.38
Dominion: Intrigue,Republic of Serbia,8.0
Dominion: Intrigue,Slovakia,7.65
Dominion: Intrigue,Slovenia,10.0
Dominion: Intrigue,South Africa,8.38
Dominion: Intrigue,South Korea,8.3
Dominion: Intrigue,Spain,8.03
Dominion: Intrigue,Sweden,8.09
Dominion: Intrigue,Switzerland,7.93
Dominion: Intrigue,Taiwan,8.37
Dominion: Intrigue,Thailand,7.56
Dominion: Intrigue,Ukraine,7.39
Dominion: Intrigue,USA,8.29
Dominion: Intrigue,Uruguay,10.0
Dominion: Intrigue,Venezuela,8.5
Dominion: Intrigue,Vietnam,8.0
Eclipse,Argentina,8.3
Eclipse,Australia,7.75
Eclipse,Austria,8.71
Eclipse,Azerbaijan,9.0
Eclipse,Belarus,9.25
Eclipse,Belgium,8.59
Eclipse,Brazil,8.58
Eclipse,Bulgaria,9.0
Eclipse,Canada,8.35
Eclipse,Chile,8.63
Eclipse,China,7.38
Eclipse,Colombia,8.0
Eclipse,Croatia,8.18
Eclipse,Czech Republic,7.4
Eclipse,Denmark,9.0
Eclipse,Ecuador,8.0
Eclipse,England,8.18
Eclipse,Estonia,8.7
Eclipse,Finland,9.01
Eclipse,France,8.65
Eclipse,Germany,8.35
Eclipse,Greece,8.25
Eclipse,Hungary,7.3
Eclipse,Iceland,10.0
Eclipse,India,6.0
Eclipse,Indonesia,8.0
Eclipse,Ireland,9.0
Eclipse,Israel,8.5
Eclipse,Italy,7.91
Eclipse,Japan,5.83
Eclipse,Latvia,8.5
Eclipse,Lithuania,8.0
Eclipse,Luxembourg,8.0
Eclipse,Malaysia,10.0
Eclipse,Mexico,7.0
Eclipse,Netherlands,7.9
Eclipse,New Zealand,8.29
Eclipse,Norway,7.99
Eclipse,Peru,9.0
Eclipse,Philippines,5.0
Eclipse,Poland,8.47
Eclipse,Portugal,8.75
Eclipse,Romania,8.5
Eclipse,Russia,8.54
Eclipse,Republic of Serbia,8.5
Eclipse,Slovakia,9.0
Eclipse,South Africa,9.25
Eclipse,South Korea,7.92
Eclipse,Spain,8.22
Eclipse,Sweden,7.83
Eclipse,Switzerland,8.3
Eclipse,Taiwan,8.37
Eclipse,Thailand,7.9
Eclipse,Ukraine,8.88
Eclipse,USA,8.1
Eclipse,Venezuela,8.67
Eclipse,Vietnam,10.0
El Grande,Argentina,8.74
El Grande,Australia,8.12
El Grande,Austria,9.07
El Grande,Belgium,8.25
El Grande,Brazil,8.45
El Grande,Bulgaria,7.0
El Grande,Canada,8.14
El Grande,Chile,7.91
El Grande,China,7.78
El Grande,Colombia,8.63
El Grande,Croatia,8.88
El Grande,Czech Republic,7.5
El Grande,Denmark,7.63
El Grande,England,8.38
El Grande,Estonia,9.0
El Grande,Finland,8.27
El Grande,France,8.01
El Grande,Germany,8.28
El Grande,Greece,8.17
El Grande,Hungary,7.92
El Grande,India,8.0
El Grande,Indonesia,8.67
El Grande,Ireland,8.33
El Grande,Israel,8.25
El Grande,Italy,8.23
El Grande,Japan,7.98
El Grande,Latvia,7.5
El Grande,Lithuania,8.25
El Grande,Luxembourg,7.0
El Grande,Malaysia,8.07
El Grande,Mexico,8.33
El Grande,Moldova,9.0
El Grande,Netherlands,8.05
El Grande,New Zealand,7.36
El Grande,Norway,8.59
El Grande,Peru,7.5
El Grande,Philippines,9.0
El Grande,Poland,8.07
El Grande,Portugal,8.5
El Grande,Qatar,8.0
El Grande,Romania,8.9
El Grande,Russia,7.0
El Grande,Saudi Arabia,9.0
El Grande,Republic of Serbia,8.17
El Grande,Slovakia,6.0
El Grande,Slovenia,9.17
El Grande,South Africa,9.0
El Grande,South Korea,8.2
El Grande,Spain,8.39
El Grande,Sweden,7.67
El Grande,Switzerland,7.96
El Grande,Taiwan,8.38
El Grande,Thailand,8.17
El Grande,Ukraine,7.0
El Grande,USA,8.06
El Grande,Venezuela,8.33
Elfenland,Argentina,6.75
Elfenland,Australia,7.44
Elfenland,Austria,6.47
Elfenland,Belarus,8.75
Elfenland,Belgium,7.37
Elfenland,Brazil,7.57
